#,Product_titer_(UFC/ml),Recovery_Yield_(%),Optimal_concentration_of_agent_(UFC/ml),Final_batch_duration_(days),Material_Discount,TOTAL_Production_cost_per_dosis
55,964064670.2,0.714300631,100000000,3.583333333,0.097031357,111.4894484
56,990640971.4,0.811392135,100000000,3.583333333,0.102238387,95.49322058
57,893516933.5,0.830599447,100000000,3.583333333,0.096093036,103.4534085
58,1104458432,0.796240925,100000000,3.583333333,0.082980394,87.3575538
59,719684705.3,0.844427303,100000000,3.583333333,0.047685426,126.6122463
60,686920909.9,0.80190232,100000000,3.583333333,0.057097695,139.6269451
61,1175995359,0.889532796,100000000,3.583333333,0.088840128,73.41972957
62,1159997349,0.872491753,100000000,3.583333333,0.113454528,75.80239081
63,1132280812,0.855130952,100000000,3.583333333,0.080910853,79.35016065
64,981729930.4,0.747983851,100000000,3.583333333,0.124933351,104.4223254
65,981665424.1,0.858769085,100000000,3.583333333,0.085337194,91.11892727
66,835424515.3,0.887665168,100000000,3.583333333,0.097159735,103.5290136
67,1268333630,0.803522588,100000000,3.583333333,0.093259238,75.34644661
68,721827065.4,0.772132592,100000000,3.583333333,0.093095744,137.7756624
69,929152608.7,0.827931084,100000000,3.583333333,0.044691589,100.0361911
70,862397352.7,0.754403174,100000000,3.583333333,0.09311366,118.0283361
71,1088835820,0.822801921,100000000,3.583333333,0.094206529,85.70738476
72,775340611.5,0.894676336,100000000,3.583333333,0.0610998,110.8565108
73,750056353.6,0.818697517,100000000,3.583333333,0.08989913,125.0668993
74,874425372.7,0.817566672,100000000,3.583333333,0.079896038,107.4752315
75,939768340,0.877243577,100000000,3.583333333,0.082026572,93.1905508
76,1028638503,0.829408988,100000000,3.583333333,0.084695701,90.03875035
77,1308172755,0.898005874,100000000,3.583333333,0.095459721,65.35928252
78,1090577941,0.901546788,100000000,3.583333333,0.091149171,78.10708854
79,1270894129,0.833504805,100000000,3.583333333,0.064239182,72.58405105
80,1121632470,0.83762844,100000000,3.583333333,0.067098647,81.82784725
81,891280771.6,0.777253765,100000000,3.583333333,0.091914211,110.8519081
82,810271569.1,0.817733316,100000000,3.583333333,0.041948224,116.1580614
83,1285071168,0.834871397,100000000,3.583333333,0.0653931,71.66209468
84,881582148.3,0.873434982,100000000,3.583333333,0.089593714,99.74067957
85,1063311365,0.825658324,100000000,3.583333333,0.128317259,87.32746454
86,945076163.5,0.843747454,100000000,3.583333333,0.062345534,96.43089499
87,791971066.6,0.874046815,100000000,3.583333333,0.123008719,110.7824856
88,1190910450,0.842579718,100000000,3.583333333,0.123312473,76.42212151
89,992234698.2,0.820224247,100000000,3.583333333,0.080236979,94.40623448
90,711504813,0.902017663,100000000,3.583333333,0.087670295,119.6768712
91,774867221.2,0.866452874,100000000,3.583333333,0.104551364,114.3147726
92,1132016729,0.86390404,100000000,3.583333333,0.115604545,78.44061785
93,722372637.4,0.755590119,100000000,3.583333333,0.098053986,140.6544604
94,800580580.2,0.893537477,100000000,3.583333333,0.073187331,107.440232
95,1171381089,0.834540541,100000000,3.583333333,0.040492191,78.73616662
96,964858106.1,0.921495731,100000000,3.583333333,0.088840555,86.38206203
97,884238882.4,0.740632818,100000000,3.583333333,0.113651026,117.1452933
98,1186101080,0.85215222,100000000,3.583333333,0.091467615,75.97843655
99,936478571.9,0.857046589,100000000,3.583333333,0.078405003,95.73726985
100,1264006467,0.795010655,100000000,3.583333333,0.031984147,76.62364336
101,1138260448,0.805896001,100000000,3.583333333,0.110749512,83.6437055
102,954052669.7,0.893561237,100000000,3.583333333,0.060415686,90.20618341
103,1063744975,0.779361343,100000000,3.583333333,0.041549492,92.83740801
104,894972746.5,0.826931167,100000000,3.583333333,0.040627772,104.0011426
105,813979397.6,0.932795843,100000000,3.583333333,0.097514184,101.1140619
106,756883084.6,0.809018428,100000000,3.583333333,0.091167651,125.4145303
107,1094362165,0.831718834,100000000,3.583333333,0.093366839,84.36351647
108,869069037.5,0.878369599,100000000,3.583333333,0.091982513,100.5976051
109,1260304266,0.75863597,100000000,3.583333333,0.080342863,80.35941992
